Date,Open,High,Low,Close,Adj Close,Volume
2025-04-16,25790.000000,25900.000000,25777.000000,25790.000000,25790.000000,0
2025-04-15,25824.000000,25914.000000,25790.000000,25824.000000,25824.000000,0
2025-04-14,25715.000000,25832.000000,25701.000000,25715.000000,25715.000000,0
2025-04-11,25720.000000,25740.000000,25640.000000,25720.000000,25720.000000,0
2025-04-10,25960.000000,25960.000000,25740.000000,25960.000000,25960.000000,0
2025-04-09,25995.000000,26110.000000,25960.000000,25995.000000,25995.000000,0
2025-04-08,25780.000000,26009.000000,25780.000000,25780.000000,25780.000000,0
2025-04-07,25770.000000,25780.000000,25780.000000,25770.000000,25770.000000,0
2025-04-04,25600.000000,25813.000000,25580.000000,25600.000000,25600.000000,0
2025-04-03,25600.000000,25813.000000,25600.000000,25600.000000,25600.000000,0
2025-04-02,25620.000000,25647.000000,25600.000000,25620.000000,25620.000000,0
2025-04-01,25565.000000,25640.000000,25565.000000,25565.000000,25565.000000,0
2025-03-31,25550.000000,25575.000000,25530.000000,25550.000000,25550.000000,0
2025-03-28,25560.000000,25580.000000,25540.000000,25560.000000,25560.000000,0
2025-03-27,25555.000000,25610.000000,25550.000000,25555.000000,25555.000000,0
2025-03-26,25600.000000,25630.000000,25550.000000,25600.000000,25600.000000,0
2025-03-25,25620.000000,25658.000000,25600.000000,25620.000000,25620.000000,0
2025-03-24,25585.000000,25650.000000,25560.000000,25585.000000,25585.000000,0
2025-03-21,25545.000000,25585.000000,25540.000000,25545.000000,25545.000000,0
2025-03-20,25535.000000,25558.000000,25540.000000,25535.000000,25535.000000,0
2025-03-19,25510.000000,25540.000000,25525.000000,25510.000000,25510.000000,0
2025-03-18,25510.000000,25545.000000,25510.000000,25510.000000,25510.000000,0
2025-03-17,25500.000000,25580.000000,25470.000000,25500.000000,25500.000000,0
2025-03-14,25490.000000,25525.000000,25460.000000,25490.000000,25490.000000,0
2025-03-13,25445.000000,25495.000000,25445.000000,25445.000000,25445.000000,0
2025-03-12,25450.000000,25480.000000,25435.000000,25450.000000,25450.000000,0
2025-03-11,25525.000000,25510.000000,25440.000000,25525.000000,25525.000000,0
2025-03-10,25480.000000,25525.000000,25480.000000,25480.000000,25480.000000,0
2025-03-07,25485.000000,25545.000000,25430.000000,25485.000000,25485.000000,0
2025-03-06,25490.000000,25490.000000,25420.000000,25490.000000,25490.000000,0
2025-03-05,25540.000000,25550.000000,25480.000000,25540.000000,25540.000000,0
2025-03-04,25575.000000,25583.000000,25540.000000,25575.000000,25575.000000,0
2025-03-03,25530.000000,25605.000000,25540.000000,25530.000000,25530.000000,0
2025-02-28,25520.000000,25566.000000,25530.000000,25520.000000,25520.000000,0
2025-02-27,25535.000000,25557.000000,25486.000000,25535.000000,25535.000000,0
2025-02-26,25520.000000,25550.000000,25480.000000,25520.000000,25520.000000,0
2025-02-25,25468.000000,25525.000000,25460.000000,25468.000000,25468.000000,0
2025-02-24,25510.000000,25510.000000,25465.000000,25510.000000,25510.000000,0
2025-02-21,25500.000000,25540.000000,25460.000000,25500.000000,25500.000000,0
2025-02-20,25515.000000,25540.000000,25500.000000,25515.000000,25515.000000,0
2025-02-19,25500.000000,25531.000000,25490.000000,25500.000000,25500.000000,0
2025-02-18,25470.000000,25570.000000,25350.000000,25470.000000,25470.000000,0
2025-02-17,25370.000000,25470.000000,25380.000000,25370.000000,25370.000000,0
2025-02-14,25440.000000,25415.000000,25370.000000,25440.000000,25440.000000,0
2025-02-13,25550.000000,25520.000000,25385.000000,25550.000000,25550.000000,0
2025-02-12,25530.000000,25604.000000,25480.000000,25530.000000,25530.000000,0
2025-02-11,25380.000000,25530.000000,25380.000000,25380.000000,25380.000000,0
2025-02-10,25290.000000,25390.000000,25360.000000,25290.000000,25290.000000,0
2025-02-07,25260.000000,25330.000000,25260.000000,25260.000000,25260.000000,0
2025-02-06,25145.000000,25265.000000,25130.000000,25145.000000,25145.000000,0
2025-02-05,25280.000000,25190.000000,25100.000000,25280.000000,25280.000000,0
2025-02-04,25280.000000,25265.000000,25150.000000,25280.000000,25280.000000,0
2025-02-03,25060.000000,25330.000000,25020.000000,25060.000000,25060.000000,0
2025-01-31,25060.000000,25060.000000,25060.000000,25060.000000,25060.000000,0
2025-01-30,25060.000000,25060.000000,25060.000000,25060.000000,25060.000000,0
2025-01-29,25060.000000,25060.000000,25060.000000,25060.000000,25060.000000,0
2025-01-28,25060.000000,25060.000000,25060.000000,25060.000000,25060.000000,0
2025-01-27,25060.000000,25060.000000,25060.000000,25060.000000,25060.000000,0
2025-01-24,25080.000000,25115.000000,25020.000000,25080.000000,25080.000000,0
2025-01-23,25050.000000,25135.000000,24990.000000,25050.000000,25050.000000,0
2025-01-22,25260.000000,25260.000000,25050.000000,25260.000000,25260.000000,0
2025-01-21,25315.000000,25315.000000,25240.000000,25315.000000,25315.000000,0
2025-01-20,25300.000000,25320.000000,25270.000000,25300.000000,25300.000000,0
2025-01-17,25370.000000,25370.000000,25310.000000,25370.000000,25370.000000,0
2025-01-16,25375.000000,25382.000000,25365.000000,25375.000000,25375.000000,0
2025-01-15,25380.000000,25388.000000,25375.000000,25380.000000,25380.000000,0
2025-01-14,25390.000000,25390.000000,25370.000000,25390.000000,25390.000000,0
2025-01-13,25360.000000,25410.000000,25360.000000,25360.000000,25360.000000,0
2025-01-10,25375.000000,25380.000000,25360.000000,25375.000000,25375.000000,0
2025-01-09,25370.000000,25383.000000,25370.000000,25370.000000,25370.000000,0
2025-01-08,25360.000000,25390.000000,25360.000000,25360.000000,25360.000000,0
2025-01-07,25370.000000,25388.000000,25350.000000,25370.000000,25370.000000,0
2025-01-06,25400.000000,25450.000000,25365.000000,25400.000000,25400.000000,0
2025-01-03,25450.000000,25455.000000,25400.000000,25450.000000,25450.000000,0
2025-01-02,25480.000000,25480.000000,25445.000000,25480.000000,25480.000000,0
2024-12-31,25476.000000,25500.000000,25445.000000,25476.000000,25476.000000,0
2024-12-30,25445.000000,25476.000000,25445.000000,25445.000000,25445.000000,0
2024-12-27,25425.000000,25448.000000,25420.000000,25425.000000,25425.000000,0
2024-12-26,25420.000000,25447.000000,25410.000000,25420.000000,25420.000000,0
2024-12-25,25425.000000,25450.000000,25410.000000,25425.000000,25425.000000,0
2024-12-24,25440.000000,25460.000000,25425.000000,25440.000000,25440.000000,0
2024-12-23,25445.000000,25460.000000,25420.000000,25445.000000,25445.000000,0
2024-12-20,25450.000000,25460.000000,25445.000000,25450.000000,25450.000000,0
2024-12-19,25445.000000,25463.000000,25445.000000,25445.000000,25445.000000,0
2024-12-18,25430.000000,25450.000000,25395.000000,25430.000000,25430.000000,0
2024-12-17,25385.000000,25430.000000,25385.000000,25385.000000,25385.000000,0
2024-12-16,25400.000000,25400.000000,25380.000000,25400.000000,25400.000000,0
2024-12-13,25394.000000,25405.000000,25380.000000,25394.000000,25394.000000,0
2024-12-12,25380.000000,25398.000000,25360.000000,25380.000000,25380.000000,0
2024-12-11,25360.000000,25380.000000,25344.000000,25360.000000,25360.000000,0
2024-12-10,25370.000000,25375.000000,25360.000000,25370.000000,25370.000000,0
2024-12-09,25375.000000,25390.000000,25360.000000,25375.000000,25375.000000,0
2024-12-06,25393.000000,25393.000000,25360.000000,25393.000000,25393.000000,0
2024-12-05,25400.000000,25400.000000,25380.000000,25400.000000,25400.000000,0
2024-12-04,25395.000000,25405.000000,25360.000000,25395.000000,25395.000000,0
2024-12-03,25374.000000,25401.000000,25344.000000,25374.000000,25374.000000,0
2024-12-02,25344.000000,25385.000000,25355.000000,25344.000000,25344.000000,0
2024-11-29,25358.000000,25358.000000,25335.000000,25358.000000,25358.000000,0
2024-11-28,25375.000000,25400.000000,25320.000000,25375.000000,25375.000000,0
2024-11-27,25405.000000,25410.000000,25375.000000,25405.000000,25405.000000,0
2024-11-26,25410.000000,25420.000000,25400.000000,25410.000000,25410.000000,0
2024-11-25,25417.000000,25415.000000,25390.000000,25417.000000,25417.000000,0
2024-11-22,25415.000000,25425.000000,25410.000000,25415.000000,25415.000000,0
2024-11-21,25415.000000,25430.000000,25405.000000,25415.000000,25415.000000,0
2024-11-20,25395.000000,25415.000000,25390.000000,25395.000000,25395.000000,0
2024-11-19,25405.000000,25410.000000,25370.000000,25405.000000,25405.000000,0
2024-11-18,25380.000000,25410.000000,25339.000000,25380.000000,25380.000000,0
2024-11-15,25390.000000,25390.000000,25370.000000,25390.000000,25390.000000,0
2024-11-14,25330.000000,25395.000000,25330.000000,25330.000000,25330.000000,0
2024-11-13,25340.000000,25352.000000,25330.000000,25340.000000,25340.000000,0
2024-11-12,25310.000000,25345.000000,25301.000000,25310.000000,25310.000000,0
2024-11-11,25260.000000,25315.000000,25250.000000,25260.000000,25260.000000,0
2024-11-08,25350.000000,25350.000000,25260.000000,25350.000000,25350.000000,0
2024-11-07,25370.000000,25410.000000,25350.000000,25370.000000,25370.000000,0
2024-11-06,25330.000000,25410.000000,25330.000000,25330.000000,25330.000000,0
2024-11-05,25310.000000,25360.000000,25285.000000,25310.000000,25310.000000,0
2024-11-04,25280.000000,25325.000000,25250.000000,25280.000000,25280.000000,0
2024-11-01,25270.000000,25330.000000,25250.000000,25270.000000,25270.000000,0
2024-10-31,25280.000000,25345.000000,25260.000000,25280.000000,25280.000000,0
2024-10-30,25295.000000,25400.000000,25280.000000,25295.000000,25295.000000,0
2024-10-29,25345.000000,25345.000000,25270.000000,25345.000000,25345.000000,0
2024-10-28,25355.000000,25430.000000,25340.000000,25355.000000,25355.000000,0
2024-10-25,25385.000000,25420.000000,25355.000000,25385.000000,25385.000000,0
2024-10-24,25400.000000,25440.000000,25380.000000,25400.000000,25400.000000,0
2024-10-23,25390.000000,25420.000000,25370.000000,25390.000000,25390.000000,0
2024-10-22,25285.000000,25390.000000,25285.000000,25285.000000,25285.000000,0
2024-10-21,25150.000000,25285.000000,25150.000000,25150.000000,25150.000000,0
2024-10-18,25180.000000,25260.000000,25150.000000,25180.000000,25180.000000,0
2024-10-17,24970.000000,25190.000000,24970.000000,24970.000000,24970.000000,0
2024-10-16,24925.000000,25000.000000,24890.000000,24925.000000,24925.000000,0
2024-10-15,24840.000000,24948.000000,24830.000000,24840.000000,24840.000000,0
2024-10-14,24800.000000,24845.000000,24805.000000,24800.000000,24800.000000,0
2024-10-11,24830.000000,24851.000000,24800.000000,24830.000000,24830.000000,0
2024-10-10,24830.000000,24855.000000,24820.000000,24830.000000,24830.000000,0
2024-10-09,24835.000000,24840.000000,24800.000000,24835.000000,24835.000000,0
2024-10-08,24840.000000,24850.000000,24825.000000,24840.000000,24840.000000,0
2024-10-07,24755.000000,24850.000000,24755.000000,24755.000000,24755.000000,0
2024-10-04,24745.000000,24760.000000,24715.000000,24745.000000,24745.000000,0
2024-10-03,24652.000000,24750.000000,24652.000000,24652.000000,24652.000000,0
2024-10-02,24595.000000,24660.000000,24589.000000,24595.000000,24595.000000,0
2024-10-01,24555.000000,24605.000000,24555.000000,24555.000000,24555.000000,0
2024-09-30,24590.000000,24590.000000,24540.000000,24590.000000,24590.000000,0
2024-09-27,24615.000000,24625.000000,24580.000000,24615.000000,24615.000000,0
2024-09-26,24580.000000,24625.000000,24580.000000,24580.000000,24580.000000,0
2024-09-25,24590.000000,24590.000000,24530.000000,24590.000000,24590.000000,0
2024-09-24,24615.000000,24640.000000,24580.000000,24615.000000,24615.000000,0
2024-09-23,24590.000000,24620.000000,24529.000000,24590.000000,24590.000000,0
2024-09-20,24565.000000,24600.000000,24520.000000,24565.000000,24565.000000,0
2024-09-19,24600.000000,24660.000000,24560.000000,24600.000000,24600.000000,0
2024-09-18,24620.000000,24680.000000,24600.000000,24620.000000,24620.000000,0
2024-09-17,24530.000000,24620.000000,24530.000000,24530.000000,24530.000000,0
2024-09-16,24530.000000,24613.000000,24530.000000,24530.000000,24530.000000,0
2024-09-13,24575.000000,24580.000000,24515.000000,24575.000000,24575.000000,0
2024-09-12,24550.000000,24585.000000,24515.000000,24550.000000,24550.000000,0
2024-09-11,24660.000000,24660.000000,24530.000000,24660.000000,24660.000000,0
2024-09-10,24680.000000,24690.000000,24615.000000,24680.000000,24680.000000,0
2024-09-09,24600.000000,24680.000000,24600.000000,24600.000000,24600.000000,0
2024-09-06,24730.000000,24730.000000,24570.000000,24730.000000,24730.000000,0
2024-09-05,24852.000000,24852.000000,24720.000000,24852.000000,24852.000000,0
2024-09-04,24860.000000,24885.000000,24840.000000,24860.000000,24860.000000,0
2024-09-03,24860.000000,24860.000000,24860.000000,24860.000000,24860.000000,0
2024-09-02,24860.000000,24860.000000,24860.000000,24860.000000,24860.000000,0
2024-08-30,24870.000000,24890.000000,24860.000000,24870.000000,24870.000000,0
2024-08-29,24855.000000,24895.000000,24820.000000,24855.000000,24855.000000,0
2024-08-28,24820.000000,24885.000000,24813.000000,24820.000000,24820.000000,0
2024-08-27,24860.000000,24860.000000,24800.000000,24860.000000,24860.000000,0
2024-08-26,24965.000000,24965.000000,24840.000000,24965.000000,24965.000000,0
2024-08-23,24960.000000,25010.000000,24930.000000,24960.000000,24960.000000,0
2024-08-22,24930.000000,24965.000000,24900.000000,24930.000000,24930.000000,0
2024-08-21,24915.000000,24935.000000,24895.000000,24915.000000,24915.000000,0
2024-08-20,24960.000000,24960.000000,24905.000000,24960.000000,24960.000000,0
2024-08-19,25050.000000,25064.000000,24960.000000,25050.000000,25050.000000,0
2024-08-16,25035.000000,25084.000000,25035.000000,25035.000000,25035.000000,0
2024-08-15,25020.000000,25045.000000,25020.000000,25020.000000,25020.000000,0
2024-08-14,25115.000000,25120.000000,25020.000000,25115.000000,25115.000000,0
2024-08-13,25120.000000,25125.000000,25080.000000,25120.000000,25120.000000,0
2024-08-12,25090.000000,25125.000000,25065.000000,25090.000000,25090.000000,0
2024-08-09,25135.000000,25150.000000,25090.000000,25135.000000,25135.000000,0
2024-08-08,25155.000000,25155.000000,25110.000000,25155.000000,25155.000000,0
2024-08-07,25130.000000,25173.000000,25100.000000,25130.000000,25130.000000,0
2024-08-06,25080.000000,25140.000000,25050.000000,25080.000000,25080.000000,0
2024-08-05,25205.000000,25205.000000,25060.000000,25205.000000,25205.000000,0
2024-08-02,25215.000000,25225.000000,25190.000000,25215.000000,25215.000000,0
2024-08-01,25235.000000,25235.000000,25185.000000,25235.000000,25235.000000,0
2024-07-31,25275.000000,25320.000000,25220.000000,25275.000000,25275.000000,0
2024-07-30,25275.000000,25290.000000,25260.000000,25275.000000,25275.000000,0
2024-07-29,25300.000000,25330.000000,25270.000000,25300.000000,25300.000000,0
